rental_id,rental_date,customer_id
68,2005-05-25 09:47:31,120
69,2005-05-25 10:10:14,305
70,2005-05-25 10:15:23,73
71,2005-05-25 10:26:39,100
72,2005-05-25 10:52:13,48
73,2005-05-25 11:00:07,391
74,2005-05-25 11:09:48,265
75,2005-05-25 11:13:34,510
76,2005-05-25 11:30:37,1
77,2005-05-25 11:31:59,451
78,2005-05-25 11:35:18,135
79,2005-05-25 12:11:07,245
80,2005-05-25 12:12:07,314
81,2005-05-25 12:15:19,286
82,2005-05-25 12:17:46,427
83,2005-05-25 12:30:15,131
84,2005-05-25 12:36:30,492
85,2005-05-25 13:05:34,414
86,2005-05-25 13:36:12,266
87,2005-05-25 13:52:43,331
88,2005-05-25 14:13:54,53
89,2005-05-25 14:28:29,499
90,2005-05-25 14:31:25,25
91,2005-05-25 14:57:22,267
92,2005-05-25 15:38:46,302
93,2005-05-25 15:54:16,288
94,2005-05-25 16:03:42,197
95,2005-05-25 16:12:52,400
96,2005-05-25 16:32:19,49
97,2005-05-25 16:34:24,263
98,2005-05-25 16:48:24,269
99,2005-05-25 16:50:20,44
100,2005-05-25 16:50:28,208
101,2005-05-25 17:17:04,468
102,2005-05-25 17:22:10,343
103,2005-05-25 17:30:42,384
104,2005-05-25 17:46:33,310
105,2005-05-25 17:54:12,108
106,2005-05-25 18:18:19,196
107,2005-05-25 18:28:09,317
108,2005-05-25 18:30:05,242
109,2005-05-25 18:40:20,503
110,2005-05-25 18:43:49,19
111,2005-05-25 18:45:19,227
112,2005-05-25 18:57:24,500
113,2005-05-25 19:07:40,93
114,2005-05-25 19:12:42,506
115,2005-05-25 19:13:25,455
116,2005-05-25 19:27:51,18
117,2005-05-25 19:30:46,7
118,2005-05-25 19:31:18,524
119,2005-05-25 19:37:02,51
120,2005-05-25 19:37:47,365
121,2005-05-25 19:41:29,405
122,2005-05-25 19:46:21,273
123,2005-05-25 20:26:42,43
124,2005-05-25 20:46:11,246
125,2005-05-25 20:48:50,368
126,2005-05-25 21:07:59,439
127,2005-05-25 21:10:40,94
128,2005-05-25 21:19:53,40
129,2005-05-25 21:20:03,23
130,2005-05-25 21:21:56,56
131,2005-05-25 21:42:46,325
132,2005-05-25 21:46:54,479
133,2005-05-25 21:48:30,237
134,2005-05-25 21:48:41,222
135,2005-05-25 21:58:58,304
136,2005-05-25 22:02:30,504
137,2005-05-25 22:25:18,560
138,2005-05-25 22:48:22,586
139,2005-05-25 23:00:21,257
140,2005-05-25 23:34:22,354
141,2005-05-25 23:34:53,89
142,2005-05-25 23:43:47,472
143,2005-05-25 23:45:52,297
144,2005-05-25 23:49:56,357
145,2005-05-25 23:59:03,82
146,2005-05-26 00:07:11,433
147,2005-05-26 00:17:50,274
148,2005-05-26 00:25:23,142
149,2005-05-26 00:28:05,319
150,2005-05-26 00:28:39,429
151,2005-05-26 00:37:28,14
152,2005-05-26 00:41:10,57
153,2005-05-26 00:47:47,348
154,2005-05-26 00:55:56,185
155,2005-05-26 01:15:05,551
156,2005-05-26 01:19:05,462
157,2005-05-26 01:25:21,344
158,2005-05-26 01:27:11,354
159,2005-05-26 01:34:28,505
160,2005-05-26 01:46:20,290
161,2005-05-26 01:51:48,182
162,2005-05-26 02:02:05,296
163,2005-05-26 02:26:23,104
164,2005-05-26 02:26:49,151
165,2005-05-26 02:28:36,33
166,2005-05-26 02:49:11,322
167,2005-05-26 02:50:31,401
168,2005-05-26 03:07:43,469
169,2005-05-26 03:09:30,381
170,2005-05-26 03:11:12,107
171,2005-05-26 03:14:15,400
172,2005-05-26 03:17:42,176
173,2005-05-26 03:42:10,533
174,2005-05-26 03:44:10,552
175,2005-05-26 03:46:26,47
176,2005-05-26 03:47:39,250
177,2005-05-26 04:14:29,548
178,2005-05-26 04:21:46,196
179,2005-05-26 04:26:06,19
180,2005-05-26 04:46:23,75
181,2005-05-26 04:47:06,587
182,2005-05-26 04:49:17,237
183,2005-05-26 05:01:18,254
184,2005-05-26 05:29:49,556
185,2005-05-26 05:30:03,125
186,2005-05-26 05:32:52,468
187,2005-05-26 05:42:37,515
188,2005-05-26 05:47:12,243
189,2005-05-26 06:01:41,247
190,2005-05-26 06:11:28,533
191,2005-05-26 06:14:06,412
192,2005-05-26 06:20:37,437
193,2005-05-26 06:41:48,270
194,2005-05-26 06:52:33,29
195,2005-05-26 06:52:36,564
196,2005-05-26 06:55:58,184
197,2005-05-26 06:59:21,546
198,2005-05-26 07:03:49,54
199,2005-05-26 07:11:58,71
200,2005-05-26 07:12:21,321
201,2005-05-26 07:13:45,444
202,2005-05-26 07:27:36,20
203,2005-05-26 07:27:57,109
204,2005-05-26 07:30:37,528
205,2005-05-26 07:59:37,114
206,2005-05-26 08:01:54,345
207,2005-05-26 08:04:38,47
208,2005-05-26 08:10:22,274
209,2005-05-26 08:14:01,379
210,2005-05-26 08:14:15,391
211,2005-05-26 08:33:10,170
212,2005-05-26 08:34:41,59
213,2005-05-26 08:44:08,394
214,2005-05-26 08:48:49,98
215,2005-05-26 09:02:47,197
216,2005-05-26 09:17:43,91
217,2005-05-26 09:24:26,121
218,2005-05-26 09:27:09,309
219,2005-05-26 09:41:45,489
220,2005-05-26 10:06:49,542
221,2005-05-26 10:14:09,143
222,2005-05-26 10:14:38,83
223,2005-05-26 10:15:23,460
224,2005-05-26 10:18:27,318
225,2005-05-26 10:27:50,467
226,2005-05-26 10:44:04,221
227,2005-05-26 10:51:46,301
228,2005-05-26 10:54:28,571
229,2005-05-26 11:19:20,312
230,2005-05-26 11:31:50,58
231,2005-05-26 11:31:59,365
232,2005-05-26 11:38:05,256
233,2005-05-26 11:43:44,531
234,2005-05-26 11:47:20,566
235,2005-05-26 11:51:09,119
236,2005-05-26 11:53:49,446
237,2005-05-26 12:15:13,536
238,2005-05-26 12:30:22,211
239,2005-05-26 12:30:26,49
240,2005-05-26 12:40:23,103
241,2005-05-26 12:49:01,245
242,2005-05-26 13:05:08,214
243,2005-05-26 13:06:05,543
244,2005-05-26 13:40:40,257
245,2005-05-26 13:46:59,158
246,2005-05-26 13:57:07,240
247,2005-05-26 14:01:05,102
248,2005-05-26 14:07:58,545
249,2005-05-26 14:19:09,472
250,2005-05-26 14:30:24,539
251,2005-05-26 14:35:40,204
252,2005-05-26 14:39:53,187
253,2005-05-26 14:43:14,416
254,2005-05-26 14:43:48,390
255,2005-05-26 14:52:15,114
256,2005-05-26 15:20:58,436
257,2005-05-26 15:27:05,373
258,2005-05-26 15:28:14,502
259,2005-05-26 15:32:46,482
260,2005-05-26 15:42:20,21
261,2005-05-26 15:44:23,414
262,2005-05-26 15:46:56,236
263,2005-05-26 15:47:40,449
264,2005-05-26 16:00:49,251
265,2005-05-26 16:07:38,303
266,2005-05-26 16:08:05,263
267,2005-05-26 16:16:21,417
268,2005-05-26 16:19:08,75
269,2005-05-26 16:19:46,322
270,2005-05-26 16:20:56,200
271,2005-05-26 16:22:01,92
272,2005-05-26 16:27:11,71
273,2005-05-26 16:29:36,193
274,2005-05-26 16:48:51,311
275,2005-05-26 17:09:53,133
276,2005-05-26 17:16:07,58
277,2005-05-26 17:32:11,45
278,2005-05-26 17:40:58,214
279,2005-05-26 18:02:50,384
280,2005-05-26 18:36:58,167
281,2005-05-26 18:49:35,582
282,2005-05-26 18:56:26,282
283,2005-05-26 19:05:05,242
284,2005-05-26 19:21:44,359
285,2005-05-26 19:41:40,162
286,2005-05-26 19:44:51,371
287,2005-05-26 19:44:54,17
288,2005-05-26 19:47:49,82
289,2005-05-26 20:01:09,81
290,2005-05-26 20:08:33,429
291,2005-05-26 20:20:47,577
292,2005-05-26 20:22:12,515
293,2005-05-26 20:27:02,158
294,2005-05-26 20:29:57,369
295,2005-05-26 20:33:20,65
296,2005-05-26 20:35:19,468
297,2005-05-26 20:48:48,48
298,2005-05-26 20:52:26,460
299,2005-05-26 20:55:36,448
300,2005-05-26 20:57:00,47
301,2005-05-26 21:06:14,274
302,2005-05-26 21:13:46,387
303,2005-05-26 21:16:52,596
304,2005-05-26 21:21:28,534
305,2005-05-26 21:22:07,464
306,2005-05-26 21:31:57,547
307,2005-05-26 21:48:13,375
308,2005-05-26 22:01:39,277
309,2005-05-26 22:38:10,251
310,2005-05-26 22:41:07,409
311,2005-05-26 22:51:37,201
312,2005-05-26 22:52:19,143
313,2005-05-26 22:56:19,594
314,2005-05-26 23:09:41,203
315,2005-05-26 23:12:55,238
316,2005-05-26 23:22:55,249
317,2005-05-26 23:23:56,391
318,2005-05-26 23:37:39,60
319,2005-05-26 23:52:13,77
320,2005-05-27 00:09:24,2
322,2005-05-27 00:47:35,496
323,2005-05-27 00:49:27,144
324,2005-05-27 01:00:04,292
325,2005-05-27 01:09:55,449
326,2005-05-27 01:10:11,432
327,2005-05-27 01:18:57,105
328,2005-05-27 01:29:31,451
329,2005-05-27 01:57:14,231
330,2005-05-27 02:15:30,248
331,2005-05-27 02:22:26,67
332,2005-05-27 02:27:10,299
333,2005-05-27 02:52:21,412
334,2005-05-27 03:03:07,194
335,2005-05-27 03:07:10,16
336,2005-05-27 03:15:23,275
337,2005-05-27 03:22:30,19
338,2005-05-27 03:42:52,165
339,2005-05-27 03:47:18,516
340,2005-05-27 03:55:25,209
341,2005-05-27 04:01:42,56
342,2005-05-27 04:11:04,539
343,2005-05-27 04:13:41,455
344,2005-05-27 04:30:22,236
345,2005-05-27 04:32:25,144
346,2005-05-27 04:34:41,14
347,2005-05-27 04:40:33,378
348,2005-05-27 04:50:56,473
349,2005-05-27 04:53:11,36
350,2005-05-27 05:01:28,9
351,2005-05-27 05:39:03,118
352,2005-05-27 05:48:19,157
353,2005-05-27 06:03:39,503
354,2005-05-27 06:12:26,452
355,2005-05-27 06:15:33,446
356,2005-05-27 06:32:30,382
357,2005-05-27 06:37:15,198
358,2005-05-27 06:43:59,102
359,2005-05-27 06:48:33,152
360,2005-05-27 06:51:14,594
361,2005-05-27 07:03:28,587
362,2005-05-27 07:10:25,147
363,2005-05-27 07:14:00,345
364,2005-05-27 07:20:12,430
365,2005-05-27 07:31:20,167
366,2005-05-27 07:33:54,134
367,2005-05-27 07:37:02,439
368,2005-05-27 07:42:29,361
369,2005-05-27 07:46:49,508
370,2005-05-27 07:49:43,22
371,2005-05-27 08:08:18,295
372,2005-05-27 08:13:58,510
373,2005-05-27 08:16:25,464
374,2005-05-27 08:26:30,337
375,2005-05-27 08:49:21,306
376,2005-05-27 08:58:15,542
377,2005-05-27 09:04:05,170
378,2005-05-27 09:23:22,53
379,2005-05-27 09:25:32,584
380,2005-05-27 09:34:39,176
381,2005-05-27 09:43:25,371
382,2005-05-27 10:12:00,183
383,2005-05-27 10:12:20,298
384,2005-05-27 10:18:20,371
385,2005-05-27 10:23:25,213
386,2005-05-27 10:26:31,109
387,2005-05-27 10:35:27,506
388,2005-05-27 10:37:27,28
389,2005-05-27 10:45:41,500
390,2005-05-27 11:02:26,48
391,2005-05-27 11:03:55,197
392,2005-05-27 11:14:42,359
393,2005-05-27 11:18:25,251
394,2005-05-27 11:26:11,274
395,2005-05-27 11:45:49,575
396,2005-05-27 11:47:04,112
397,2005-05-27 12:29:02,544
398,2005-05-27 12:44:03,422
399,2005-05-27 12:48:38,204
400,2005-05-27 12:51:44,249
401,2005-05-27 12:57:55,46
402,2005-05-27 13:17:18,354
403,2005-05-27 13:28:52,424
404,2005-05-27 13:31:51,168
405,2005-05-27 13:32:39,272
406,2005-05-27 13:46:46,381
407,2005-05-27 13:57:38,44
408,2005-05-27 13:57:39,84
409,2005-05-27 14:10:58,220
410,2005-05-27 14:11:22,506
411,2005-05-27 14:14:14,388
412,2005-05-27 14:17:23,375
413,2005-05-27 14:45:37,307
414,2005-05-27 14:48:20,219
415,2005-05-27 14:51:45,304
416,2005-05-27 15:02:10,222
417,2005-05-27 15:07:27,475
418,2005-05-27 15:13:17,151
419,2005-05-27 15:15:11,77
420,2005-05-27 15:19:38,93
421,2005-05-27 15:30:13,246
422,2005-05-27 15:31:55,150
423,2005-05-27 15:32:57,284
424,2005-05-27 15:34:01,35
425,2005-05-27 15:51:30,182
426,2005-05-27 15:56:57,522
427,2005-05-27 16:10:04,288
428,2005-05-27 16:10:58,161
429,2005-05-27 16:21:26,498
430,2005-05-27 16:22:10,190
431,2005-05-27 16:31:05,334
432,2005-05-27 16:40:29,46
433,2005-05-27 16:40:40,574
434,2005-05-27 16:54:27,246
435,2005-05-27 17:17:09,3
436,2005-05-27 17:21:04,267
437,2005-05-27 17:47:22,525
438,2005-05-27 17:52:34,249
439,2005-05-27 17:54:48,319
440,2005-05-27 18:00:35,314
441,2005-05-27 18:11:05,54
442,2005-05-27 18:12:13,403
443,2005-05-27 18:35:20,547
444,2005-05-27 18:39:15,239
445,2005-05-27 18:42:57,293
446,2005-05-27 18:48:41,401
447,2005-05-27 18:57:02,133
448,2005-05-27 19:03:08,247
449,2005-05-27 19:13:15,172
450,2005-05-27 19:18:54,247
451,2005-05-27 19:27:54,87
452,2005-05-27 19:30:33,127
453,2005-05-27 19:31:16,529
454,2005-05-27 19:31:36,575
455,2005-05-27 19:43:29,343
456,2005-05-27 19:50:06,92
457,2005-05-27 19:52:29,300
458,2005-05-27 19:58:36,565
459,2005-05-27 20:00:04,468
460,2005-05-27 20:02:03,240
461,2005-05-27 20:08:55,447
462,2005-05-27 20:10:36,364
463,2005-05-27 20:11:47,21
464,2005-05-27 20:42:44,193
465,2005-05-27 20:44:36,261
466,2005-05-27 20:57:07,442
467,2005-05-27 21:10:03,557
468,2005-05-27 21:13:10,101
469,2005-05-27 21:14:26,154
470,2005-05-27 21:17:08,504
471,2005-05-27 21:32:42,209
472,2005-05-27 21:36:15,528
473,2005-05-27 21:36:34,105
474,2005-05-27 22:11:56,274
475,2005-05-27 22:16:26,159
476,2005-05-27 22:31:36,543
477,2005-05-27 22:33:33,161
478,2005-05-27 22:38:20,557
479,2005-05-27 22:39:10,231
480,2005-05-27 22:47:39,220
481,2005-05-27 22:49:27,445
482,2005-05-27 22:53:02,546
483,2005-05-27 23:00:25,32
484,2005-05-27 23:26:45,491
485,2005-05-27 23:40:52,105
486,2005-05-27 23:51:12,398
487,2005-05-28 00:00:30,569
488,2005-05-28 00:07:50,168
489,2005-05-28 00:09:12,476
490,2005-05-28 00:09:56,95
491,2005-05-28 00:13:35,196
492,2005-05-28 00:24:58,228
493,2005-05-28 00:34:11,501
494,2005-05-28 00:39:31,64
495,2005-05-28 00:40:48,526
496,2005-05-28 00:43:41,56
497,2005-05-28 00:54:39,20
498,2005-05-28 01:01:21,287
499,2005-05-28 01:05:07,199
500,2005-05-28 01:05:25,145
501,2005-05-28 01:09:36,162
502,2005-05-28 01:34:43,179
503,2005-05-28 01:35:25,288
504,2005-05-28 02:05:34,170
505,2005-05-28 02:06:37,111
506,2005-05-28 02:09:19,469
507,2005-05-28 02:31:19,421
508,2005-05-28 02:40:50,434
509,2005-05-28 02:51:12,147
510,2005-05-28 02:52:14,113
511,2005-05-28 03:04:04,296
512,2005-05-28 03:07:50,231
513,2005-05-28 03:08:10,489
514,2005-05-28 03:09:28,597
515,2005-05-28 03:10:10,110
516,2005-05-28 03:11:47,400
517,2005-05-28 03:17:57,403
518,2005-05-28 03:18:02,480
519,2005-05-28 03:22:33,245
520,2005-05-28 03:27:37,161
521,2005-05-28 03:32:22,374
522,2005-05-28 03:33:20,382
523,2005-05-28 03:53:26,138
524,2005-05-28 03:57:28,223
525,2005-05-28 04:25:33,14
526,2005-05-28 04:27:37,408
527,2005-05-28 04:28:38,169
528,2005-05-28 04:30:05,359
529,2005-05-28 04:34:17,469
530,2005-05-28 05:13:01,312
531,2005-05-28 05:23:38,589
532,2005-05-28 05:36:58,120
533,2005-05-28 06:14:46,528
534,2005-05-28 06:15:25,184
535,2005-05-28 06:16:32,307
536,2005-05-28 06:17:33,514
537,2005-05-28 06:20:55,315
538,2005-05-28 06:21:05,110
539,2005-05-28 06:26:16,161
540,2005-05-28 06:40:25,119
541,2005-05-28 06:41:58,535
542,2005-05-28 06:42:13,261
543,2005-05-28 06:43:34,493
544,2005-05-28 07:03:00,311
545,2005-05-28 07:10:20,54
546,2005-05-28 07:16:25,20
547,2005-05-28 07:24:28,506
548,2005-05-28 07:34:56,450
549,2005-05-28 07:35:37,159
550,2005-05-28 07:39:16,432
551,2005-05-28 07:44:18,315
552,2005-05-28 07:53:38,106
553,2005-05-28 08:14:44,176
554,2005-05-28 08:23:16,376
555,2005-05-28 08:31:14,55
556,2005-05-28 08:31:36,22
557,2005-05-28 08:36:22,444
558,2005-05-28 08:38:43,442
559,2005-05-28 08:39:02,572
560,2005-05-28 08:53:02,463
561,2005-05-28 08:54:06,77
562,2005-05-28 09:01:21,102
563,2005-05-28 09:10:49,324
564,2005-05-28 09:12:09,282
565,2005-05-28 09:26:31,288
566,2005-05-28 09:51:39,253
567,2005-05-28 09:56:20,184
568,2005-05-28 09:57:36,155
569,2005-05-28 10:12:41,56
570,2005-05-28 10:15:04,21
571,2005-05-28 10:17:41,516
572,2005-05-28 10:30:13,337
573,2005-05-28 10:35:23,1
574,2005-05-28 10:44:28,76
575,2005-05-28 10:56:09,142
576,2005-05-28 10:56:10,588
577,2005-05-28 11:09:14,6
578,2005-05-28 11:15:48,173
579,2005-05-28 11:19:23,181
580,2005-05-28 11:19:53,17
581,2005-05-28 11:20:29,186
582,2005-05-28 11:33:46,198
583,2005-05-28 11:48:55,386
584,2005-05-28 11:49:00,69
585,2005-05-28 11:50:45,490
586,2005-05-28 12:03:00,77
587,2005-05-28 12:05:33,64
588,2005-05-28 12:08:37,89
589,2005-05-28 12:27:50,308
590,2005-05-28 13:06:50,462
591,2005-05-28 13:11:04,19
592,2005-05-28 13:21:08,244
593,2005-05-28 13:33:23,16
594,2005-05-28 13:41:56,538
595,2005-05-28 13:59:54,294
596,2005-05-28 14:00:03,589
597,2005-05-28 14:01:02,249
598,2005-05-28 14:04:50,159
599,2005-05-28 14:05:57,393
600,2005-05-28 14:08:19,332
601,2005-05-28 14:08:22,429
602,2005-05-28 14:15:54,590
603,2005-05-28 14:27:51,537
604,2005-05-28 14:37:07,426
605,2005-05-28 14:39:10,501
606,2005-05-28 14:48:39,299
607,2005-05-28 15:02:41,554
608,2005-05-28 15:03:44,494
609,2005-05-28 15:04:02,150
610,2005-05-28 15:15:25,500
611,2005-05-28 15:18:18,580
612,2005-05-28 15:24:54,161
613,2005-05-28 15:27:22,595
614,2005-05-28 15:33:28,307
615,2005-05-28 15:35:52,533
616,2005-05-28 15:45:39,471
617,2005-05-28 15:49:14,372
618,2005-05-28 15:50:07,248
619,2005-05-28 15:52:26,407
620,2005-05-28 15:54:45,321
621,2005-05-28 15:58:12,239
622,2005-05-28 15:58:22,109
623,2005-05-28 16:01:28,495
624,2005-05-28 16:13:22,569
625,2005-05-28 16:35:46,596
626,2005-05-28 16:58:09,584
627,2005-05-28 17:04:43,241
628,2005-05-28 17:05:46,173
629,2005-05-28 17:19:15,94
630,2005-05-28 17:24:51,417
631,2005-05-28 17:36:32,503
632,2005-05-28 17:37:50,442
633,2005-05-28 17:37:59,360
634,2005-05-28 17:40:35,428
635,2005-05-28 17:46:57,42
636,2005-05-28 17:47:58,239
637,2005-05-28 18:14:29,250
638,2005-05-28 18:24:43,372
639,2005-05-28 18:25:02,198
640,2005-05-28 18:43:26,465
641,2005-05-28 18:45:47,396
642,2005-05-28 18:49:12,157
643,2005-05-28 18:52:11,240
644,2005-05-28 18:59:12,316
645,2005-05-28 19:14:09,505
646,2005-05-28 19:16:14,185
647,2005-05-28 19:22:52,569
648,2005-05-28 19:25:54,253
649,2005-05-28 19:35:45,197
650,2005-05-28 19:45:40,281
651,2005-05-28 19:46:50,266
652,2005-05-28 20:08:47,43
653,2005-05-28 20:12:20,327
654,2005-05-28 20:15:30,23
655,2005-05-28 20:16:20,287
656,2005-05-28 20:18:24,437
657,2005-05-28 20:23:09,65
658,2005-05-28 20:23:23,103
659,2005-05-28 20:27:53,207
660,2005-05-28 20:53:31,578
661,2005-05-28 21:01:25,51
662,2005-05-28 21:09:31,166
663,2005-05-28 21:23:02,176
664,2005-05-28 21:31:08,523
665,2005-05-28 21:38:39,415
666,2005-05-28 21:48:51,437
667,2005-05-28 21:49:02,596
668,2005-05-28 21:54:45,484
669,2005-05-28 22:03:25,313
670,2005-05-28 22:04:03,201
671,2005-05-28 22:04:30,14
672,2005-05-28 22:05:29,306
673,2005-05-28 22:07:30,468
674,2005-05-28 22:11:35,87
675,2005-05-28 22:22:44,338
676,2005-05-28 22:27:51,490
677,2005-05-28 23:00:08,194
678,2005-05-28 23:15:48,269
679,2005-05-28 23:24:57,526
680,2005-05-28 23:27:26,482
681,2005-05-28 23:39:44,531
682,2005-05-28 23:53:18,148
683,2005-05-29 00:09:48,197
684,2005-05-29 00:13:15,461
685,2005-05-29 00:17:51,172
686,2005-05-29 00:27:10,411
687,2005-05-29 00:32:09,250
688,2005-05-29 00:45:24,162
689,2005-05-29 00:46:53,571
690,2005-05-29 00:54:53,85
691,2005-05-29 01:01:26,433
692,2005-05-29 01:32:10,18
693,2005-05-29 01:42:31,190
694,2005-05-29 01:49:43,399
695,2005-05-29 01:50:53,528
696,2005-05-29 01:59:10,19
697,2005-05-29 02:04:04,387
698,2005-05-29 02:10:52,109
699,2005-05-29 02:11:44,246
700,2005-05-29 02:18:54,117
701,2005-05-29 02:26:27,112
702,2005-05-29 02:27:30,475
703,2005-05-29 02:29:36,269
704,2005-05-29 02:44:43,330
705,2005-05-29 02:48:52,257
706,2005-05-29 03:05:49,60
707,2005-05-29 03:18:19,252
708,2005-05-29 03:23:47,127
709,2005-05-29 03:48:01,479
710,2005-05-29 03:48:36,518
711,2005-05-29 03:49:03,215
712,2005-05-29 04:02:24,313
713,2005-05-29 04:10:17,507
714,2005-05-29 04:15:21,452
715,2005-05-29 04:22:41,545
716,2005-05-29 04:35:29,36
717,2005-05-29 04:37:44,412
718,2005-05-29 04:52:23,498
719,2005-05-29 05:16:05,245
720,2005-05-29 05:17:30,480
721,2005-05-29 05:28:47,44
722,2005-05-29 05:30:31,259
723,2005-05-29 05:34:44,309
724,2005-05-29 05:53:23,416
725,2005-05-29 06:03:41,245
726,2005-05-29 06:05:29,452
727,2005-05-29 06:08:15,484
728,2005-05-29 06:12:38,551
729,2005-05-29 06:35:13,323
730,2005-05-29 07:00:59,197
731,2005-05-29 07:25:16,5
732,2005-05-29 07:32:51,447
733,2005-05-29 07:35:21,363
734,2005-05-29 07:38:52,538
735,2005-05-29 08:08:13,454
736,2005-05-29 08:10:07,276
737,2005-05-29 08:11:31,589
738,2005-05-29 08:20:08,256
739,2005-05-29 08:28:18,84
740,2005-05-29 08:30:36,89
741,2005-05-29 08:35:49,495
742,2005-05-29 08:36:30,483
743,2005-05-29 08:39:02,548
744,2005-05-29 09:13:08,420
745,2005-05-29 09:22:57,152
746,2005-05-29 09:25:10,130
747,2005-05-29 09:26:34,291
748,2005-05-29 09:27:00,7
749,2005-05-29 09:33:33,375
750,2005-05-29 09:41:40,269
751,2005-05-29 09:55:43,53
752,2005-05-29 10:14:15,126
753,2005-05-29 10:16:42,135
754,2005-05-29 10:18:59,281
755,2005-05-29 10:26:29,576
756,2005-05-29 10:28:45,201
757,2005-05-29 10:29:47,435
758,2005-05-29 10:31:56,563
759,2005-05-29 10:57:57,179
760,2005-05-29 11:07:25,77
761,2005-05-29 11:09:01,58
762,2005-05-29 11:15:51,146
763,2005-05-29 11:32:15,50
764,2005-05-29 11:37:35,149
765,2005-05-29 11:38:34,69
766,2005-05-29 11:47:02,383
767,2005-05-29 12:20:19,67
768,2005-05-29 12:30:46,566
769,2005-05-29 12:51:44,575
770,2005-05-29 12:56:50,405
771,2005-05-29 12:59:14,476
772,2005-05-29 13:08:06,556
773,2005-05-29 13:18:05,563
774,2005-05-29 13:19:43,575
775,2005-05-29 13:23:26,124
776,2005-05-29 13:35:35,113
777,2005-05-29 14:07:58,360
778,2005-05-29 14:09:53,535
779,2005-05-29 14:17:17,105
780,2005-05-29 14:18:32,300
781,2005-05-29 14:23:58,313
782,2005-05-29 14:38:57,596
783,2005-05-29 14:41:18,53
784,2005-05-29 14:44:22,352
785,2005-05-29 15:08:41,72
786,2005-05-29 15:17:28,439
787,2005-05-29 16:03:03,27
788,2005-05-29 16:13:55,562
789,2005-05-29 16:17:07,553
790,2005-05-29 16:19:29,593
791,2005-05-29 16:30:42,284
792,2005-05-29 16:32:10,261
793,2005-05-29 16:44:08,528
794,2005-05-29 16:44:11,50
795,2005-05-29 16:57:39,551
796,2005-05-29 16:59:44,26
797,2005-05-29 17:12:17,244
798,2005-05-29 17:23:43,134
799,2005-05-29 17:24:48,429
800,2005-05-29 17:28:12,472
801,2005-05-29 17:35:50,402
802,2005-05-29 17:38:59,350
803,2005-05-29 17:52:30,32
804,2005-05-29 18:10:24,171
805,2005-05-29 18:18:18,232
806,2005-05-29 18:31:30,435
807,2005-05-29 18:50:50,235
808,2005-05-29 19:08:20,104
809,2005-05-29 19:10:20,222
810,2005-05-29 19:12:04,346
811,2005-05-29 19:30:42,401
812,2005-05-29 20:00:30,225
813,2005-05-29 20:14:34,344
814,2005-05-29 20:16:12,134
815,2005-05-29 20:24:28,14
816,2005-05-29 20:26:39,474
817,2005-05-29 20:39:14,554
818,2005-05-29 20:47:53,321
819,2005-05-29 21:00:32,511
820,2005-05-29 21:07:22,22
821,2005-05-29 21:31:12,348
822,2005-05-29 21:36:00,480
